mal_id,title,title_english,title_japanese,type,episodes,status,score,rank,popularity,members,favorites,synopsis,genres,themes,demographics,studios,year,url
1818,Claymore,Claymore,クレイモア,TV,26.0,Finished Airing,7.73,1235.0,318,702074,8697,"When a shapeshifting demon with a thirst for human flesh, known as ""youma,"" arrives in Raki's village, a lone woman with silver eyes walks into town with only a sword upon her back. She is a ""Claymore,"" a being manufactured as half-human and half-youma, for the express purpose of exterminating these monsters. After Raki's family is killed, the Claymore saves his life, but he is subsequently banished from his home. With nowhere else to go, Raki finds the Claymore, known as Clare, and decides to follow her on her journeys.

As the pair travel from town to town, defeating youma along the way, more about Clare's organization and her fellow warriors comes to light. With every town cleansed and every demon destroyed, they come closer to the youma on which Clare has sought vengeance ever since she chose to become a Claymore.

[Written by MAL Rewrite]","Action, Adventure, Fantasy",Gore,Shounen,Madhouse,2007.0,https://myanimelist.net/anime/1818/Claymore
1819,Daimajuu Gekitou: Hagane no Oni,,大魔獣激闘　鋼の鬼,OVA,1.0,Finished Airing,5.19,13153.0,9925,3854,3,"In the year 1999, a team of UN scientists in an attempt to tap into a new energy resource on a deserted island called Sansara, unknownigly open a portal to another universe, unleashing dormant biomechanical entities. Three years later, Takuya Goroza returns to the island of Sansara urged by a mysterious request by college chum Haruka Alford. Little does he know, his old friend isn't what he appears to be... 

(Source: ANN)","Horror, Sci-Fi",Mecha,,AIC,,https://myanimelist.net/anime/1819/Daimajuu_Gekitou__Hagane_no_Oni
1820,Power Dolls,,パワードール,OVA,2.0,Finished Airing,5.32,12843.0,10525,3177,1,"In 2535 A.D., after decades of oppressive policies instituted by the Terran government, the people of the colony world Omni joined together to declare their independence from the tyranny of planet Earth. Lacking an established military or specialized weapons of warfare, the Omni rebellion seemed doomed to failure. However, by adapting the robotic Power Loaders used for unloading spaceships into man-like battle tanks, the Rebel forces instead introduced a whole new era of mechanized combat. Now, the future of the planet Omni rests upon a handful of young female pilots who serve in the special Detachment of Limited Line Service. Their code name: The Power Dolls!

(Source: AniDB)","Action, Adventure, Sci-Fi",Mecha,,"OLM, Artmic",,https://myanimelist.net/anime/1820/Power_Dolls
1821,Guren,Blood Shadow,紅蓮,OVA,3.0,Finished Airing,6.1,,8220,6426,21,"In a world where demons lurk behind every shadow, ready to ravage any woman who crosses their path, murder and bloodshed are a way of life. A team of feisty female fighters known as the Crimson Lotus is humanity's last hope for survival. When tragedy strikes and one of their members is slaughtered, it's time for the Crimson Lotus to destroy the demons at their source, and bathe the underworld in the blood of vengeance!",Hentai,Harem,,AT-2,,https://myanimelist.net/anime/1821/Guren
1822,The Hakkenden,The Hakkenden: Legend of the Dog Warriors,THE 八犬伝,OVA,6.0,Finished Airing,6.55,6889.0,6744,10447,15,"""During the blood-soaked feudal wars of Japan, the Awa clan faced certain extinction from a rival clan backed by demonic forces. Their clan's salvation becomes a curse when the family dog brings back the head of the enemy warlord but insists upon marrying the lord's daughter! This unnatural union bears fruit, but they are killed; and their eight unborn pups reincarnate as the eight Dog Warriors - The Hakkenden. The eight reincarnated souls travel their separate paths of violence and retribution, but slowly they come together as a formidable group representing the eight virtues of the bushido to slay the demons and redeem their clan!""

(Source: DVD Complete Series Back Cover)","Action, Adventure","Historical, Martial Arts, Mythology, Samurai",Shounen,"AIC, Artmic",,https://myanimelist.net/anime/1822/The_Hakkenden
1823,Shin Hakkenden,,神八剣伝,TV,26.0,Finished Airing,7.18,3495.0,7805,7309,24,"Based on the long cherished, classic Japanese novel Nanso Satomi Hakkenden by Bakin Kyokutei Takizawa (1767), a modified version of it was made into animation.

Taking place in the future, during this time wars were occuring in heaven, mostly for possession between the eight moons created by the savior Fuse that surrounded God's land. When the war ended, there was only one ruling family - that of the Oowaris, and the remaining son gained control of all the moons of heaven, except for one. Meiten, the moon of the pope, where people refrained from war and were therefore out of it's terms.

Eight people. Each from one of the eight moons. Each possessing one of the jewels - the elements that compose Earth. They are those who are destined to become saviors of humanity. All of them have sacrificed for these jewels, and are determined to complete their duty to Queen Fuse who entrusted these to them. When the mad emperor Kai threatens to revive a ghost who wants to prevent the restoration of Earth, these eight must battle using the powers given by their jewels in order to create Earth and defeat those who want to prevent it.

So they all go to Kusanagi, the ship in the center of God's land. They must gather the jewels in the key called Yatsufusa at Kusanagi's center, in order to create Earth.

(Source: AniDB)","Action, Adventure, Sci-Fi",Martial Arts,,Public & Basic,1999.0,https://myanimelist.net/anime/1823/Shin_Hakkenden
1824,Hadashi no Gen,Barefoot Gen,はだしのゲン,Movie,1.0,Finished Airing,7.77,1118.0,3117,58367,185,"In 1945, World War II is at its peak. As Japanese cities are fire-bombed and the nation is cornered by US forces, Japan is collapsing under the immense pressure. Gen Nakaoka, a bold, free-spirited young boy, lives in Hiroshima. Struggling with wartime scarcity and barely making ends meet, Gen and his family are hopeful that the conflict will soon end with Japan's imminent defeat and their city unscathed.

However, unbeknownst to them, their fate is already sealed with the impending dropping of ""Little Boy,"" the US atomic bomb set to cause the devastating cataclysm that will forever change Japanese society.

[Written by MAL Rewrite]","Award Winning, Drama",Historical,Shounen,Madhouse,,https://myanimelist.net/anime/1824/Hadashi_no_Gen
1825,Hadashi no Gen 2,Barefoot Gen 2,はだしのゲン　２,Movie,1.0,Finished Airing,7.35,2612.0,5834,14971,24,"The year is 1948, three years since the atomic bomb destroyed Hiroshima and much of the Nakaoka family. Gen Nakaoka, his mother, and his adopted brother, Ryuuta, struggle to survive in the ruins of their once flourishing city. And yet, after befriending a group of homeless orphans, Gen realizes that in many ways, he is lucky. As the effects of radiation poisoning and the insensitive actions made by foreign troops continue to shape Hiroshima, Gen and Ryuuta must find strength within themselves if they ever hope to prosper.

[Written by MAL Rewrite]",Drama,Historical,Shounen,Madhouse,,https://myanimelist.net/anime/1825/Hadashi_no_Gen_2
1826,Deltora Quest,Deltora Quest,デルトラクエスト,TV,65.0,Finished Airing,7.09,4010.0,4298,31422,223,"Long ago, the blacksmith Adin forged a belt of seven powerful gems, one from each of the seven tribes of Deltora. Wielding the belt's unparalleled power, he repelled the Shadow Lord's attempt to overthrow the kingdom. Adin was crowned king of Deltora, but he never forgot that the enemy remained unbeaten. 

Centuries later, memory of the Shadow Lord has become faded and almost forgotten, and the people of Deltora see their monarchy as detached and uncaring. Much to their dismay, the Shadow Lord strikes once more, breaking the Belt of Deltora by scattering the seven gems across the continent. Jarred, a close friend of the young king Endon, assists him and his wife in escaping from the castle as the Shadow Lord takes over, and they part ways to go into hiding.

The Shadow Lord now reigns over Deltora and many years pass under his tyrannical rule. However, there is a glimmer of hope in Jarred's son Lief, whom he has lovingly raised and trained to find the scattered gemstones and reassemble the Belt of Deltora. Along with his companions Barda and Jasmine, Lief must face devious enemies and dangerous beasts to oust the Shadow Lord and return peace to Deltora.

[Written by MAL Rewrite]","Adventure, Fantasy",,Kids,OLM,2007.0,https://myanimelist.net/anime/1826/Deltora_Quest
1827,Seirei no Moribito,Moribito - Guardian of the Spirit,精霊の守り人,TV,26.0,Finished Airing,8.12,499.0,1159,228977,2824,"On the precipice of a cataclysmic drought, the Star Readers of the Shin Yogo Empire must devise a plan to avoid widespread famine. It is written in ancient myths that the first emperor, along with eight warriors, slew a water demon to avoid a great drought and save the land that was to become Shin Yogo. If a water demon was to appear once more, its death could bring salvation. However, the water demon manifests itself within the body of the emperor's son, Prince Chagum—by the emperor's order, Chagum is to be sacrificed to save the empire.

Meanwhile, a mysterious spear-wielding mercenary named Balsa arrives in Shin Yogo on business. After saving Chagum from a thinly veiled assassination attempt, she is tasked by Chagum's mother to protect him from the emperor and his hunters. Bound by a sacred vow she once made, Balsa accepts.

Seirei no Moribito follows Balsa as she embarks on her journey to protect Chagum, exploring the beauty of life, nature, family, and the bonds that form between strangers.

[Written by MAL Rewrite]","Action, Adventure, Fantasy",,,Production I.G,2007.0,https://myanimelist.net/anime/1827/Seirei_no_Moribito
1828,Catblue: Dynamite,Catblue Dynamite,キャットブルー：ダイナマイト,ONA,1.0,Finished Airing,6.0,10058.0,11627,2309,1,"It is the end of 70s. Blue – a woman with cat ears and tail – has solved many incidents and troubles with her special ability to see a ghost and her technique to handle three guns at one using her tail.

One day, two couriers, Bill and Robert are assaulted by mysterious masked men. They don't know why they were assaulted. Blue asks a dead masked man their purpose. It is incredible. What they are aiming at is the cassette tape of Sinatra that Bill owns. Over the cassette tape, a long day begins...

(Source: AniDB)","Action, Fantasy",,,,,https://myanimelist.net/anime/1828/Catblue__Dynamite
1829,Ged Senki,Tales from Earthsea,ゲド戦記,Movie,1.0,Finished Airing,6.8,5434.0,1623,156089,300,"Calamities are plaguing the land of Earthsea and dragons have been seen fighting above the clouds—something which has never happened before. Sparrowhawk, a powerful Archmage, sets out to uncover the mystery behind these concerning events and meets Prince Arren along the way. Arren is the fugitive heir to the Kingdom of Enlad and a seemingly quiet and distressed lad. Wandering aimlessly in an attempt to escape the dark presence haunting him, he decides to tag along Sparrowhawk on his journey.

However, their arrival in the seaside settlement of Hort Town is met with unexpected trouble—Lord Cob, a powerful evil wizard obsessed with eternal life, stands in their way. Forced to confront him, the pair joins forces with Tenar—an old friend of Sparrowhawk—and Therru, the ill-fated orphan girl she took in. But the enemy's cunning hobby of manipulating emotions may just prove to be catastrophic for the young prince.

Set in a magical world, Ged Senki goes beyond the classical battle between the forces of good and evil, as it explores the inner battles of the heart.

[Written by MAL Rewrite]","Adventure, Fantasy",,,Studio Ghibli,,https://myanimelist.net/anime/1829/Ged_Senki
