mal_id,title,combined_features,url
33552,Mameshiba Bangai-hen,"comedy music unknown unknown special assorted mameshiba shorts that are not a part of the regular episodes nor new series or collaborations.

includes:
mamerry christmas-hen (christmas caroling, claymation)
5-shuunen party-hen (5th mameversary, claymation)
sakamichi korokoro-hen (mameshiba rolling down a hill)
kansatsu-hen (mameshiba being looked at under a magnifying glass)
music clip (a mameshiba music video promoting the official youtube channel launching)
mameshiba song (mameshiba beans of trivia)
mameshiba no ouchi de tanoshimu mame chishiki (mameshiba trivia song)
mamerry christmas 2020
mameshiba halloween 2021
mameshiba halloween 2022
mamerry christmas 2022
panda mameshiba to xiang xiang no unchi",https://myanimelist.net/anime/33552/Mameshiba_Bangai-hen
33558,Tales of Zestiria the Cross: Saiyaku no Jidai,"action__adventure__fantasy unknown ufotable unknown special in recent years, problems regarding atmospheric instability have greatly burdened the hyland kingdom, affecting the quality of crops and the citizens' health across the region. one day, the people of guriel discover an eerie cloud of mist hovering over their town; its severity captures the attention of royal princess alisha diphda.

she sends her subordinate crem to investigate the situation, but receives no news from her for two weeks. worried for crem's safety, alisha departs for guriel herself with her attendants in tow. what awaits them there, however, is an issue of unprecedented scale.

[written by mal rewrite]",https://myanimelist.net/anime/33558/Tales_of_Zestiria_the_Cross__Saiyaku_no_Jidai
33562,Heibai Wushang,"action__comedy__supernatural unknown wawayu_animation unknown ona a story about two young demons who are always slacking off at work, a place that happens to be an organization that vows to keep the balance between the worlds of the living and dead by killing humans!

(source: cave scanlations)",https://myanimelist.net/anime/33562/Heibai_Wushang
33564,Armed Blue Gunvolt,"action__sci-fi super_power landq_studios unknown ova in the near future, there are people with special power called sevens. it seems like the country has maintained peace by a company called sumeragi group, but they are the one who captured the people with the special power by force and did inhumane experiments. gunvolt, the main character who has the power of sevens, used to be in feather, a resistant group who fought against the sumeragi group. the story begins with meeting the heroine, sian.

(source: mal news)",https://myanimelist.net/anime/33564/Armed_Blue_Gunvolt
33566,Baki: Most Evil Death Row Convicts Special Anime,"sports combat_sports__gore telecom_animation_film shounen ova as if bound by fate, five of the world’s most dangerous convicts escape from their respective prisons and converge at mitsunari tokugawa’s coliseum, where they seek but one thing: the taste of defeat. it is then mitsunari who presents them with what they all desire—17-year-old baki hanma, the winner of the ""most historic tournament ever,"" along with four other hand-selected opponents. on the spot, it is decided that a five-versus-five battle will ensue between the fighters. the combat can take place anytime, anywhere, and without any restrictions.

with each contender hellbent on gauging their strength against a worthy adversary, a unique no-holds-barred, out-of-the-ring tournament erupts in the heart of tokyo.

[written by mal rewrite]",https://myanimelist.net/anime/33566/Baki__Most_Evil_Death_Row_Convicts_Special_Anime
33569,Re:Petit kara Hajimeru Isekai Seikatsu,"comedy unknown studio_puyukai unknown special upon waking up, subaru natsuki finds himself in a parallel reality of the fantasy world he has come to accept as his own. despite being familiar faces, subaru's friends are vastly different, especially as they enjoy the life of modern society that he knows all too well. this mysterious world captures the intrepid boy's interest nonetheless, and a clash between his antics and the dubious inhabitants soon leads to all sorts of amusing scenarios.

[written by mal rewrite]",https://myanimelist.net/anime/33569/Re_Petit_kara_Hajimeru_Isekai_Seikatsu
33570,Zenryoku Yobikou 5.5 Seminar Prologue,comedy parody__school unknown unknown ona a caloriemate x frogman collaboration in a school setting.,https://myanimelist.net/anime/33570/Zenryoku_Yobikou_55_Seminar_Prologue
33571,Zenryoku Yobikou 5.5 Seminar,comedy parody__school unknown unknown ona a caloriemate x frogman collaboration in a school setting.,https://myanimelist.net/anime/33571/Zenryoku_Yobikou_55_Seminar
33572,Idol Memories,"unknown idols_(female)__music seven_arcs_pictures unknown tv the story of idol memories is set in the near future, where live idol music performances in virtual reality have become commonplace. against this backdrop, a pair of rival idol groups compete for the coveted ""tiara,"" which represents the number one spot in the ""idol league.""

(source: crunchyroll)",https://myanimelist.net/anime/33572/Idol_Memories
33573,BanG Dream!,"unknown cgdct__music__school xebec__issen unknown tv when kasumi toyama was out camping as a child, she heard the rhythm of the ""star beat"" while admiring the starry night sky. this sparkling, heart-pounding sound left a lasting impression on her, and since then, she has constantly been seeking to rediscover that exciting thrill.

now, as a newly enrolled student of hanasakigawa girls' high school, kasumi is more determined than ever to find that long-lost sensation again. she attempts a myriad of school club activities, and even considers taking up a part-time job, but none of these feel suitable for her. that is, until she chances upon a star-shaped guitar in the storage room of an old pawn shop. it leads her to a live house, where she is captivated by watching a live performance for the first time. spurred from the adrenaline, she instantly decides to form a band without even really knowing why. however, such a venture requires her to confront various hurdles with new friends she makes along the way, all in her pursuit to encounter that twinkling, heart-throbbing ardor once more.

[written by mal rewrite]",https://myanimelist.net/anime/33573/BanG_Dream
33578,Hungry Zombie Francesca!!,fantasy music unknown unknown music official music videos for francesca released on the official youtube and nnd pages. the cds of the songs was available for purchase as well. the animation was not reused for the tv series (which was made the following year) but they were included on the bd/dvd release of the tv series.,https://myanimelist.net/anime/33578/Hungry_Zombie_Francesca
33580,Hikaru no Gen-chan,"unknown historical__music unknown kids music celebrating the 1,000th anniversary of hikaru genji, the protagonist of the tale of genji.",https://myanimelist.net/anime/33580/Hikaru_no_Gen-chan
33581,Trinity Seven Movie 1: Eternity Library to Alchemic Girl,"action__comedy__fantasy__romance__ecchi harem__school seven_arcs_pictures shounen movie the film's story begins when arata inadvertently touches ""hermes apocrypha,"" lilith's grimoire. suddenly, he is enveloped by a bright white light, and a girl appears before him. she calls herself lilim, and treats both arata and lilith as her parents. at the same time she appears, something changes in the world. the forbidden eternal library awakens. in the library is sealed the ultimate culmination of alchemy, the white demon lord. the white demon lord plots to eliminate arata and the trinity seven to usurp the position of demon lord. bristling with untold power, the white demon lord attacks arata, and triggers a desperate crisis where arata and the trinity seven must save the world in this last battle.

(source: ann)",https://myanimelist.net/anime/33581/Trinity_Seven_Movie_1__Eternity_Library_to_Alchemic_Girl
33583,Nana Moon,"fantasy unknown b.cmay_pictures kids tv there is a mysterious nana moon in the universe with lovely little moonies as residents. one day, a girl named coco from the earth suddenly appeared, which reminded the moonies of an old saying that whenever a catastrophe would happen, a human with magic power will surely come from the earth to help them discover 7 treasures to rescue nana moon.

(source: official youtube)",https://myanimelist.net/anime/33583/Nana_Moon
33588,Shinkyoku no Grimoire The Animation: Unico no Natsuyasumi,fantasy__hentai unknown t-rex unknown special a short special included on the 2nd dvd/bd featuring unico at the beach.,https://myanimelist.net/anime/33588/Shinkyoku_no_Grimoire_The_Animation__Unico_no_Natsuyasumi
33589,ViVid Strike!,"action__drama martial_arts seven_arcs_pictures unknown tv the aggressive fuuka reventon often finds herself in fights as she struggles to make a living. one day, she gets into an altercation with gangsters that leaves her with injuries; luckily, martial arts champion einhald stratos finds fuuka and brings her to a hospital.

seeing potential in fuuka's skills, einhald encourages the girl to become a martial arts athlete and offers her a job at nakajima gym, where einhald trains. despite the kind gesture, fuuka initially declines the proposal due to the bad memories it brings. she was once childhood friends with the now prominent martial arts athlete rinne berlinetta, but the personality of her fellow orphan shifted from kind and gentle to cold and cruel after being adopted by a prosperous family and starting martial arts.

nonetheless, fuuka soon accepts einhald's offer and begins training under her—not only out of necessity but also out of the desire to defeat rinne and make her realize how hurtful her behavior has become. despite fuuka's inexperience, einhald and the other members of the gym have faith in her talent and efforts.

[written by mal rewrite]",https://myanimelist.net/anime/33589/ViVid_Strike
